generation rock paper scissors lizzard spock
8828 36474 64209 0 59517 0
8829 36344 63094 0 60762 0
8830 36245 61926 0 62029 0
8831 36308 60631 0 63261 0
8832 36527 59363 0 64310 0
8833 36760 58130 0 65310 0
8834 36895 56890 0 66415 0
8835 37324 55548 0 67328 0
8836 37642 54205 0 68353 0
8837 38016 52961 0 69223 0
8838 38528 51719 0 69953 0
8839 39035 50576 0 70589 0
8840 39594 49338 0 71268 0
8841 40282 48113 0 71805 0
8842 41096 46999 0 72105 0
8843 41952 45786 0 72462 0
8844 42868 44658 0 72674 0
8845 43718 43826 0 72656 0
8846 44764 42862 0 72574 0
8847 45722 41987 0 72491 0
8848 46700 41240 0 72260 0
8849 47846 40412 0 71942 0
8850 49172 39555 0 71473 0
8851 50343 38955 0 70902 0
8852 51636 38361 0 70203 0
8853 52860 37850 0 69490 0
8854 54161 37333 0 68706 0
8855 55518 36920 0 67762 0
8856 56723 36650 0 66827 0
8857 58020 36354 0 65826 0
8858 59347 36101 0 64752 0
8859 60510 35988 0 63702 0
8860 61860 35935 0 62405 0
8861 63005 35948 0 61247 0
8862 64297 35947 0 59956 0
8863 65437 36108 0 58655 0
8864 66685 36184 0 57331 0
8865 67749 36531 0 55920 0
8866 68614 36921 0 54665 0
8867 69634 37320 0 53246 0
8868 70489 37809 0 51902 0
8869 71221 38316 0 50663 0
8870 71853 38883 0 49464 0
8871 72294 39564 0 48342 0
8872 72616 40457 0 47127 0
8873 72904 41351 0 45945 0
8874 73203 42074 0 44923 0
8875 73252 43011 0 43937 0
8876 73275 44040 0 42885 0
8877 73229 45177 0 41794 0
8878 72905 46285 0 41010 0
8879 72662 47384 0 40154 0
8880 72251 48575 0 39374 0
8881 71657 49845 0 38698 0
8882 70963 51094 0 38143 0
8883 70247 52375 0 37578 0
8884 69358 53720 0 37122 0
8885 68465 55071 0 36664 0
8886 67364 56459 0 36377 0
8887 66253 57859 0 36088 0
8888 65174 59193 0 35833 0
8889 63979 60507 0 35714 0
8890 62604 61839 0 35757 0
8891 61194 63143 0 35863 0
8892 59844 64301 0 36055 0
8893 58361 65536 0 36303 0
8894 56964 66669 0 36567 0
8895 55559 67790 0 36851 0
8896 54330 68633 0 37237 0
8897 53049 69429 0 37722 0
8898 51700 70252 0 38248 0
8899 50333 70910 0 38957 0
8900 49099 71480 0 39621 0
8901 47808 72002 0 40390 0
8902 46645 72327 0 41228 0
8903 45472 72604 0 42124 0
8904 44454 72717 0 43029 0
8905 43403 72749 0 44048 0
8906 42446 72547 0 45207 0
8907 41540 72348 0 46312 0
8908 40631 72105 0 47464 0
8909 39992 71623 0 48585 0
8910 39274 71095 0 49831 0
8911 38684 70398 0 51118 0
8912 38095 69782 0 52323 0
8913 37613 69033 0 53554 0
8914 37102 68187 0 54911 0
8915 36767 67265 0 56168 0
8916 36495 66219 0 57486 0
8917 36287 65137 0 58776 0
8918 36182 63964 0 60054 0
8919 36050 62792 0 61358 0
8920 36064 61453 0 62683 0
8921 36210 60166 0 63824 0
8922 36449 58862 0 64889 0
8923 36649 57421 0 66130 0
8924 36918 56162 0 67120 0
8925 37235 54809 0 68156 0
8926 37547 53594 0 69059 0
8927 38012 52223 0 69965 0
8928 38619 50961 0 70620 0
8929 39179 49801 0 71220 0
8930 39911 48662 0 71627 0
8931 40559 47544 0 72097 0
8932 41394 46486 0 72320 0
8933 42245 45415 0 72540 0
8934 43138 44307 0 72755 0
8935 44155 43325 0 72720 0
8936 45176 42419 0 72605 0
8937 46272 41451 0 72477 0
8938 47459 40584 0 72157 0
8939 48662 39725 0 71813 0
8940 49968 39019 0 71213 0
8941 51258 38384 0 70558 0
8942 52538 37937 0 69725 0
8943 53801 37445 0 68954 0
8944 54948 37105 0 68147 0
8945 56142 36823 0 67235 0
8946 57435 36557 0 66208 0
8947 58745 36348 0 65107 0
8948 59937 36273 0 63990 0
8949 61061 36184 0 62955 0
8950 62324 36167 0 61709 0
8951 63557 36094 0 60549 0
8952 64848 36086 0 59266 0
8953 65992 36262 0 57946 0
8954 66925 36575 0 56700 0
8955 67933 36895 0 55372 0
8956 68864 37300 0 54036 0
8957 69708 37766 0 52726 0
8958 70573 38338 0 51289 0
8959 71151 38896 0 50153 0
8960 71711 39616 0 48873 0
8961 72144 40393 0 47663 0
8962 72505 41233 0 46462 0
8963 72750 42194 0 45256 0
8964 72800 43129 0 44271 0
8965 72675 44166 0 43359 0
8966 72554 45250 0 42396 0
8967 72370 46387 0 41443 0
8968 72033 47560 0 40607 0
8969 71648 48713 0 39839 0
8970 70950 50061 0 39189 0
8971 70275 51362 0 38563 0
8972 69522 52582 0 38096 0
8973 68561 53910 0 37729 0
8974 67613 55204 0 37383 0
8975 66714 56371 0 37115 0
8976 65558 57758 0 36884 0
8977 64422 59081 0 36697 0
8978 63280 60364 0 36556 0
8979 62136 61587 0 36477 0
8980 60949 62759 0 36492 0
8981 59743 63904 0 36553 0
8982 58455 65020 0 36725 0
8983 57265 66062 0 36873 0
8984 56051 67019 0 37130 0
8985 54739 68038 0 37423 0
8986 53502 68935 0 37763 0
8987 52172 69750 0 38278 0
8988 51019 70449 0 38732 0
8989 49821 71158 0 39221 0
8990 48588 71739 0 39873 0
8991 47478 72145 0 40577 0
8992 46292 72495 0 41413 0
8993 45204 72702 0 42294 0
8994 44090 72901 0 43209 0
8995 43045 72971 0 44184 0
8996 42143 72777 0 45280 0
8997 41306 72472 0 46422 0
8998 40485 72127 0 47588 0
8999 39791 71571 0 48838 0
9000 39040 71181 0 49979 0
9001 38455 70483 0 51262 0
9002 37796 69756 0 52648 0
9003 37273 68855 0 54072 0
9004 36870 67904 0 55426 0
9005 36580 66810 0 56810 0
9006 36225 65916 0 58059 0
9007 35997 64726 0 59477 0
9008 35824 63481 0 60895 0
9009 35763 62202 0 62235 0
9010 35842 60942 0 63416 0
9011 35947 59621 0 64632 0
9012 36038 58292 0 65870 0
9013 36186 57015 0 66999 0
9014 36487 55697 0 68016 0
9015 36849 54266 0 69085 0
9016 37326 52939 0 69935 0
9017 37960 51594 0 70646 0
9018 38510 50236 0 71454 0
9019 39195 48857 0 72148 0
9020 40056 47600 0 72544 0
9021 40729 46444 0 73027 0
9022 41640 45367 0 73193 0
9023 42558 44262 0 73380 0
9024 43638 43204 0 73358 0
9025 44655 42243 0 73302 0
9026 45736 41345 0 73119 0
9027 46989 40504 0 72707 0
9028 48153 39705 0 72342 0
9029 49365 39067 0 71768 0
9030 50630 38473 0 71097 0
9031 51943 37951 0 70306 0
9032 53291 37501 0 69408 0
9033 54725 37039 0 68436 0
9034 56017 36709 0 67474 0
9035 57331 36460 0 66409 0
9036 58730 36179 0 65291 0
9037 60046 36036 0 64118 0
9038 61323 35952 0 62925 0
9039 62598 35952 0 61650 0
9040 63942 35946 0 60312 0
9041 65130 36150 0 58920 0
9042 66208 36404 0 57588 0
9043 67299 36638 0 56263 0
9044 68386 36985 0 54829 0
9045 69373 37319 0 53508 0
9046 70088 37879 0 52233 0
9047 70810 38376 0 51014 0
9048 71439 38992 0 49769 0
9049 72028 39729 0 48443 0
9050 72497 40473 0 47230 0
9051 72869 41254 0 46077 0
9052 73078 42177 0 44945 0
9053 73127 43098 0 43975 0
9054 73061 44157 0 42982 0
9055 72844 45257 0 42099 0
9056 72675 46326 0 41199 0
9057 72420 47450 0 40330 0
9058 72012 48534 0 39654 0
9059 71509 49720 0 38971 0
9060 70998 50831 0 38371 0
9061 70330 52111 0 37759 0
9062 69385 53532 0 37283 0
9063 68322 54990 0 36888 0
9064 67278 56319 0 36603 0
9065 66112 57761 0 36327 0
9066 65079 59004 0 36117 0
9067 63859 60337 0 36004 0
9068 62606 61668 0 35926 0
9069 61299 62958 0 35943 0
9070 59885 64238 0 36077 0
9071 58511 65414 0 36275 0
9072 57137 66532 0 36531 0
9073 55886 67512 0 36802 0
9074 54504 68473 0 37223 0
9075 53159 69372 0 37669 0
9076 51870 70218 0 38112 0
9077 50535 71069 0 38596 0
9078 49332 71742 0 39126 0
9079 48102 72396 0 39702 0
9080 46966 72801 0 40433 0
9081 45711 73028 0 41461 0
9082 44625 73173 0 42402 0
9083 43527 73355 0 43318 0
9084 42452 73317 0 44431 0
9085 41573 73053 0 45574 0
9086 40702 72770 0 46728 0
9087 39903 72447 0 47850 0
9088 39154 72011 0 49035 0
9089 38529 71438 0 50233 0
9090 37936 70753 0 51511 0
9091 37391 69990 0 52819 0
9092 36916 69075 0 54209 0
9093 36536 68093 0 55571 0
9094 36209 67011 0 56980 0
9095 35939 65926 0 58335 0
9096 35731 64755 0 59714 0
9097 35685 63527 0 60988 0
9098 35691 62059 0 62450 0
9099 35742 60776 0 63682 0
9100 35834 59467 0 64899 0
9101 36031 58180 0 65989 0
9102 36281 56855 0 67064 0
9103 36619 55478 0 68103 0
9104 36951 54204 0 69045 0
9105 37385 52869 0 69946 0
9106 38103 51394 0 70703 0
9107 38777 50114 0 71309 0
9108 39573 48859 0 71768 0
9109 40337 47614 0 72249 0
9110 41182 46391 0 72627 0
9111 42074 45218 0 72908 0
9112 43094 44205 0 72901 0
9113 44092 43152 0 72956 0
9114 45202 42123 0 72875 0
9115 46289 41272 0 72639 0
9116 47349 40384 0 72467 0
9117 48616 39603 0 71981 0
9118 49791 38940 0 71469 0
9119 50997 38363 0 70840 0
9120 52323 37788 0 70089 0
9121 53592 37319 0 69289 0
9122 54897 36902 0 68401 0
9123 56183 36574 0 67443 0
9124 57585 36376 0 66239 0
9125 58981 36131 0 65088 0
9126 60271 35982 0 63947 0
9127 61526 35917 0 62757 0
9128 62790 35923 0 61487 0
9129 64037 36007 0 60156 0
9130 65220 36295 0 58685 0
9131 66287 36612 0 57301 0
9132 67334 36915 0 55951 0
9133 68320 37249 0 54631 0
9134 69169 37698 0 53333 0
9135 69968 38172 0 52060 0
9136 70699 38788 0 50713 0
9137 71413 39359 0 49428 0
9138 71806 40183 0 48211 0
9139 72166 41001 0 47033 0
9140 72469 41753 0 45978 0
9141 72581 42664 0 44955 0
9142 72597 43657 0 43946 0
9143 72634 44631 0 42935 0
9144 72538 45595 0 42067 0
9145 72286 46724 0 41190 0
9146 71949 47888 0 40363 0
9147 71475 49150 0 39575 0
9148 70949 50331 0 38920 0
9149 70428 51472 0 38300 0
9150 69693 52766 0 37741 0
9151 68883 54039 0 37278 0
9152 67972 55354 0 36874 0
9153 67012 56638 0 36550 0
9154 66044 57970 0 36186 0
9155 64997 59284 0 35919 0
9156 63774 60595 0 35831 0
9157 62580 61837 0 35783 0
9158 61254 63089 0 35857 0
9159 60072 64288 0 35840 0
9160 58663 65539 0 35998 0
9161 57342 66655 0 36203 0
9162 55918 67849 0 36433 0
9163 54613 68779 0 36808 0
9164 53272 69763 0 37165 0
9165 51931 70625 0 37644 0
9166 50679 71353 0 38168 0
9167 49398 71932 0 38870 0
9168 48115 72506 0 39579 0
9169 46817 72993 0 40390 0
9170 45666 73339 0 41195 0
9171 44502 73455 0 42243 0
9172 43411 73582 0 43207 0
9173 42440 73593 0 44167 0
9174 41493 73382 0 45325 0
9175 40686 73025 0 46489 0
9176 39851 72717 0 47632 0
9177 39205 72134 0 48861 0
9178 38438 71524 0 50238 0
9179 37820 70853 0 51527 0
9180 37255 70042 0 52903 0
9181 36751 69162 0 54287 0
9182 36344 68242 0 55614 0
9183 36025 67201 0 56974 0
9184 35827 66029 0 58344 0
9185 35771 64777 0 59652 0
9186 35682 63567 0 60951 0
9187 35685 62227 0 62288 0
9188 35739 60772 0 63689 0
9189 35876 59335 0 64989 0
9190 36117 58019 0 66064 0
9191 36372 56778 0 67050 0
9192 36784 55361 0 68055 0
9193 37145 54087 0 68968 0
9194 37488 52788 0 69924 0
9195 38065 51436 0 70699 0
9196 38679 50186 0 71335 0
9197 39277 49001 0 71922 0
9198 40038 47851 0 72311 0
9199 40879 46744 0 72577 0
9200 41685 45657 0 72858 0
9201 42525 44687 0 72988 0
9202 43486 43559 0 73155 0
9203 44564 42464 0 73172 0
9204 45687 41506 0 73007 0
9205 46885 40720 0 72595 0
9206 47998 39947 0 72255 0
9207 49257 39124 0 71819 0
9208 50539 38374 0 71287 0
9209 51844 37748 0 70608 0
9210 53262 37133 0 69805 0
9211 54606 36679 0 68915 0
9212 56002 36330 0 67868 0
9213 57237 36123 0 66840 0
9214 58575 35945 0 65680 0
9215 59921 35796 0 64483 0
9216 61233 35775 0 63192 0
9217 62634 35691 0 61875 0
9218 63964 35735 0 60501 0
9219 65135 35868 0 59197 0
9220 66211 36072 0 57917 0
9221 67234 36407 0 56559 0
9222 68320 36726 0 55154 0
9223 69227 37177 0 53796 0
9224 70038 37678 0 52484 0
9225 70934 38167 0 51099 0
9226 71580 38794 0 49826 0
9227 72216 39452 0 48532 0
9228 72674 40117 0 47409 0
9229 73078 40891 0 46231 0
9230 73323 41828 0 45049 0
9231 73399 42962 0 43839 0
9232 73488 43926 0 42786 0
9233 73287 45098 0 41815 0
9234 72944 46350 0 40906 0
9235 72679 47475 0 40046 0
9236 72228 48691 0 39281 0
9237 71689 49970 0 38541 0
9238 70980 51232 0 37988 0
9239 70102 52535 0 37563 0
9240 69216 53882 0 37102 0
9241 68245 55181 0 36774 0
9242 67303 56551 0 36346 0
9243 66201 57894 0 36105 0
9244 65162 59212 0 35826 0
9245 63953 60460 0 35787 0
9246 62610 61841 0 35749 0
9247 61227 63169 0 35804 0
9248 59877 64488 0 35835 0
9249 58430 65732 0 36038 0
9250 57027 66902 0 36271 0
9251 55733 67880 0 36587 0
9252 54409 68887 0 36904 0
9253 53037 69971 0 37192 0
9254 51665 70714 0 37821 0
9255 50411 71349 0 38440 0
9256 49194 72016 0 38990 0
9257 48025 72451 0 39724 0
9258 46906 72839 0 40455 0
9259 45807 73142 0 41251 0
9260 44749 73256 0 42195 0
9261 43749 73262 0 43189 0
9262 42715 73267 0 44218 0
9263 41767 73145 0 45288 0
9264 40850 72947 0 46403 0
9265 39992 72602 0 47606 0
9266 39231 72132 0 48837 0
9267 38584 71567 0 50049 0
9268 37946 70944 0 51310 0
9269 37338 70247 0 52615 0
9270 36976 69236 0 53988 0
9271 36460 68386 0 55354 0
9272 36085 67397 0 56718 0
9273 35754 66367 0 58079 0
9274 35489 65238 0 59473 0
9275 35487 63856 0 60857 0
9276 35390 62604 0 62206 0
9277 35389 61266 0 63545 0
9278 35455 59896 0 64849 0
9279 35648 58458 0 66094 0
9280 35920 57027 0 67253 0
9281 36273 55655 0 68272 0
9282 36645 54265 0 69290 0
9283 37163 52850 0 70187 0
9284 37742 51462 0 70996 0
9285 38305 50189 0 71706 0
9286 39124 48856 0 72220 0
9287 39840 47558 0 72802 0
9288 40558 46447 0 73195 0
9289 41564 45268 0 73368 0
9290 42508 44192 0 73500 0
9291 43506 43165 0 73529 0
9292 44573 42141 0 73486 0
9293 45667 41270 0 73263 0
9294 46943 40306 0 72951 0
9295 48144 39556 0 72500 0
9296 49477 38849 0 71874 0
9297 50841 38144 0 71215 0
9298 52167 37585 0 70448 0
9299 53542 37105 0 69553 0
9300 54958 36654 0 68588 0
9301 56378 36312 0 67510 0
9302 57862 35916 0 66422 0
9303 59237 35665 0 65298 0
9304 60589 35492 0 64119 0
9305 61938 35475 0 62787 0
9306 63192 35484 0 61524 0
9307 64485 35492 0 60223 0
9308 65759 35691 0 58750 0
9309 66903 36012 0 57285 0
9310 67984 36339 0 55877 0
9311 68879 36895 0 54426 0
9312 69775 37324 0 53101 0
9313 70538 37790 0 51872 0
9314 71257 38217 0 50726 0
9315 71998 38815 0 49387 0
9316 72501 39599 0 48100 0
9317 72891 40410 0 46899 0
9318 73244 41284 0 45672 0
9319 73333 42321 0 44546 0
9320 73385 43345 0 43470 0
9321 73293 44466 0 42441 0
9322 72995 45569 0 41636 0
9323 72638 46676 0 40886 0
9324 72232 47872 0 40096 0
9325 71843 49023 0 39334 0
9326 71246 50248 0 38706 0
9327 70589 51575 0 38036 0
9328 69777 52886 0 37537 0
9329 68888 54290 0 37022 0
9330 67872 55698 0 36630 0
9331 66709 57070 0 36421 0
9332 65613 58339 0 36248 0
9333 64555 59579 0 36066 0
9334 63344 60904 0 35952 0
9335 62073 62139 0 35988 0
9336 60809 63380 0 36011 0
9337 59567 64599 0 36034 0
9338 58218 65848 0 36134 0
9339 56820 66884 0 36496 0
9340 55460 67860 0 36880 0
9341 54152 68765 0 37283 0
9342 52787 69674 0 37739 0
9343 51338 70525 0 38337 0
9344 50149 71119 0 38932 0
9345 48851 71817 0 39532 0
9346 47714 72189 0 40297 0
9347 46559 72476 0 41165 0
9348 45405 72756 0 42039 0
9349 44303 72885 0 43012 0
9350 43331 72984 0 43885 0
9351 42325 72856 0 45019 0
9352 41363 72637 0 46200 0
9353 40445 72426 0 47329 0
9354 39629 72041 0 48530 0
9355 39154 71284 0 49762 0
9356 38481 70690 0 51029 0
9357 37780 70104 0 52316 0
9358 37301 69340 0 53559 0
9359 36878 68399 0 54923 0
9360 36489 67447 0 56264 0
9361 36168 66383 0 57649 0
9362 35859 65415 0 58926 0
9363 35790 64210 0 60200 0
9364 35686 62929 0 61585 0
9365 35719 61611 0 62870 0
9366 35804 60183 0 64213 0
9367 35938 58837 0 65425 0
9368 36186 57314 0 66700 0
9369 36524 55921 0 67755 0
9370 36822 54632 0 68746 0
9371 37260 53333 0 69607 0
9372 37734 52032 0 70434 0
9373 38418 50739 0 71043 0
9374 39148 49396 0 71656 0
9375 39792 48143 0 72265 0
9376 40582 46983 0 72635 0
9377 41479 45896 0 72825 0
9378 42345 44707 0 73148 0
9379 43341 43685 0 73174 0
9380 44447 42700 0 73053 0
9381 45630 41686 0 72884 0
9382 46776 40791 0 72633 0
9383 47807 40060 0 72333 0
9384 49005 39350 0 71845 0
9385 50240 38682 0 71278 0
9386 51445 38234 0 70521 0
9387 52685 37772 0 69743 0
9388 54081 37329 0 68790 0
9389 55473 36904 0 67823 0
9390 56784 36490 0 66926 0
9391 58071 36256 0 65873 0
9392 59398 36091 0 64711 0
9393 60666 36032 0 63502 0
9394 61906 36052 0 62242 0
9395 63182 36113 0 60905 0
9396 64378 36211 0 59611 0
9397 65430 36426 0 58344 0
9398 66540 36695 0 56965 0
9399 67514 37033 0 55653 0
9400 68399 37452 0 54349 0
9401 69154 37950 0 53096 0
9402 69965 38499 0 51736 0
9403 70661 38994 0 50545 0
9404 71223 39673 0 49304 0
9405 71652 40343 0 48205 0
9406 72096 41116 0 46988 0
9407 72498 41949 0 45753 0
9408 72680 42825 0 44695 0
9409 72800 43832 0 43568 0
9410 72790 44764 0 42646 0
9411 72466 45866 0 41868 0
9412 72246 46834 0 41120 0
9413 71897 48029 0 40274 0
9414 71393 49244 0 39563 0
9415 70728 50448 0 39024 0
9416 70184 51641 0 38375 0
9417 69421 52892 0 37887 0
9418 68603 54136 0 37461 0
9419 67765 55450 0 36985 0
9420 66687 56836 0 36677 0
9421 65648 58098 0 36454 0
9422 64389 59543 0 36268 0
9423 63133 60954 0 36113 0
9424 61910 62290 0 36000 0
9425 60688 63587 0 35925 0
9426 59342 64821 0 36037 0
9427 57895 66022 0 36283 0
9428 56575 67154 0 36471 0
9429 55224 68231 0 36745 0
9430 53825 69188 0 37187 0
9431 52504 70110 0 37586 0
9432 51213 70841 0 38146 0
9433 50059 71384 0 38757 0
9434 48858 71933 0 39409 0
9435 47594 72404 0 40202 0
9436 46431 72852 0 40917 0
9437 45309 73116 0 41775 0
9438 44213 73217 0 42770 0
9439 43206 73261 0 43733 0
9440 42178 73163 0 44859 0
9441 41373 72779 0 46048 0
9442 40496 72613 0 47091 0
9443 39716 72111 0 48373 0
9444 39116 71645 0 49439 0
9445 38538 71020 0 50642 0
9446 38026 70341 0 51833 0
9447 37629 69516 0 53055 0
9448 37308 68546 0 54346 0
9449 37003 67521 0 55676 0
9450 36572 66488 0 57140 0
9451 36219 65540 0 58441 0
9452 36082 64375 0 59743 0
9453 35923 63213 0 61064 0
9454 35909 61999 0 62292 0
9455 35924 60675 0 63601 0
9456 36032 59382 0 64786 0
9457 36173 58106 0 65921 0
9458 36328 56800 0 67072 0
9459 36602 55547 0 68051 0
9460 37007 54230 0 68963 0
9461 37487 52889 0 69824 0
9462 38056 51544 0 70600 0
9463 38650 50242 0 71308 0
9464 39295 48938 0 71967 0
9465 39933 47716 0 72551 0
9466 40797 46483 0 72920 0
9467 41537 45400 0 73263 0
9468 42345 44362 0 73493 0
9469 43387 43335 0 73478 0
9470 44500 42344 0 73356 0
9471 45641 41398 0 73161 0
9472 46772 40486 0 72942 0
9473 47989 39724 0 72487 0
9474 49069 39123 0 72008 0
9475 50544 38392 0 71264 0
9476 51837 37751 0 70612 0
9477 53245 37228 0 69727 0
9478 54608 36800 0 68792 0
9479 55932 36401 0 67867 0
9480 57323 36112 0 66765 0
9481 58765 35883 0 65552 0
9482 60235 35610 0 64355 0
9483 61567 35508 0 63125 0
9484 62883 35414 0 61903 0
9485 64278 35473 0 60449 0
9486 65552 35646 0 59002 0
9487 66687 35929 0 57584 0
9488 67814 36244 0 56142 0
9489 68820 36529 0 54851 0
9490 69654 36976 0 53570 0
9491 70576 37417 0 52207 0
9492 71424 37933 0 50843 0
9493 72106 38692 0 49402 0
9494 72583 39381 0 48236 0
9495 72993 40218 0 46989 0
9496 73322 41073 0 45805 0
9497 73631 42009 0 44560 0
9498 73693 43016 0 43491 0
9499 73641 44090 0 42469 0
9500 73547 45223 0 41430 0
9501 73194 46414 0 40592 0
9502 72839 47617 0 39744 0
9503 72282 48933 0 38985 0
9504 71701 50186 0 38313 0
9505 71032 51457 0 37711 0
9506 70302 52736 0 37162 0
9507 69295 54261 0 36644 0
9508 68241 55650 0 36309 0
9509 67203 56908 0 36089 0
9510 65908 58336 0 35956 0
9511 64713 59669 0 35818 0
9512 63453 61044 0 35703 0
9513 62159 62373 0 35668 0
9514 60929 63555 0 35716 0
9515 59602 64714 0 35884 0
9516 58246 65940 0 36014 0
9517 56882 66975 0 36343 0
9518 55549 68056 0 36595 0
9519 54225 69035 0 36940 0
9520 52826 69903 0 37471 0
9521 51518 70726 0 37956 0
9522 50124 71552 0 38524 0
9523 48927 72150 0 39123 0
9524 47630 72633 0 39937 0
9525 46428 73003 0 40769 0
9526 45241 73270 0 41689 0
9527 44168 73492 0 42540 0
9528 43075 73570 0 43555 0
9529 42132 73435 0 44633 0
9530 41257 73192 0 45751 0
9531 40386 72818 0 46996 0
9532 39473 72521 0 48206 0
9533 38802 71989 0 49409 0
9534 38189 71351 0 50660 0
9535 37606 70607 0 51987 0
9536 37094 69699 0 53407 0
9537 36737 68709 0 54754 0
9538 36358 67807 0 56035 0
9539 35998 66736 0 57466 0
9540 35905 65607 0 58688 0
9541 35621 64486 0 60093 0
9542 35649 63142 0 61409 0
9543 35594 61820 0 62786 0
9544 35727 60438 0 64035 0
9545 35825 59075 0 65300 0
9546 36022 57676 0 66502 0
9547 36277 56347 0 67576 0
9548 36678 54942 0 68580 0
9549 37095 53565 0 69540 0
9550 37550 52310 0 70340 0
9551 38198 51002 0 71000 0
9552 38866 49649 0 71685 0
9553 39489 48295 0 72416 0
9554 40306 47201 0 72693 0
9555 41118 46009 0 73073 0
9556 41897 44859 0 73444 0
9557 42908 43762 0 73530 0
9558 43915 42783 0 73502 0
9559 44996 41789 0 73415 0
9560 46171 40934 0 73095 0
9561 47502 40012 0 72686 0
9562 48643 39197 0 72360 0
9563 49954 38510 0 71736 0
9564 51287 37779 0 71134 0
9565 52593 37224 0 70383 0
9566 54002 36734 0 69464 0
9567 55202 36467 0 68531 0
9568 56595 36096 0 67509 0
9569 57967 35811 0 66422 0
9570 59281 35642 0 65277 0
9571 60537 35636 0 64027 0
9572 61738 35622 0 62840 0
9573 63143 35609 0 61448 0
9574 64394 35765 0 60041 0
9575 65678 35903 0 58619 0
9576 66769 36204 0 57227 0
9577 67832 36441 0 55927 0
9578 68783 36812 0 54605 0
9579 69612 37324 0 53264 0
9580 70365 37728 0 52107 0
9581 71013 38286 0 50901 0
9582 71715 38944 0 49541 0
9583 72164 39648 0 48388 0
9584 72687 40353 0 47160 0
9585 73002 41297 0 45901 0
9586 73218 42179 0 44803 0
9587 73354 43168 0 43678 0
9588 73314 44206 0 42680 0
9589 73191 45278 0 41731 0
9590 72859 46408 0 40933 0
9591 72472 47556 0 40172 0
9592 72081 48748 0 39371 0
9593 71480 50104 0 38616 0
9594 70742 51420 0 38038 0
9595 69948 52752 0 37500 0
9596 68969 54081 0 37150 0
9597 68024 55470 0 36706 0
9598 67023 56742 0 36435 0
9599 65878 58132 0 36190 0
9600 64715 59530 0 35955 0
9601 63556 60801 0 35843 0
9602 62284 62093 0 35823 0
9603 60981 63363 0 35856 0
9604 59660 64583 0 35957 0
9605 58286 65784 0 36130 0
9606 56963 66914 0 36323 0
9607 55587 68003 0 36610 0
9608 54234 68954 0 37012 0
9609 52903 69868 0 37429 0
9610 51410 70786 0 38004 0
9611 50003 71488 0 38709 0
9612 48738 71972 0 39490 0
9613 47518 72463 0 40219 0
9614 46468 72755 0 40977 0
9615 45411 72947 0 41842 0
9616 44263 73132 0 42805 0
9617 43265 73074 0 43861 0
9618 42194 73129 0 44877 0
9619 41290 72987 0 45923 0
9620 40431 72796 0 46973 0
