generation rock paper scissors lizzard spock
33777 48017 65176 0 47007 0
33778 47374 65195 0 47631 0
33779 46784 65088 0 48328 0
33780 46257 64876 0 49067 0
33781 45666 64752 0 49782 0
33782 45118 64572 0 50510 0
33783 44716 64326 0 51158 0
33784 44188 64014 0 51998 0
33785 43826 63570 0 52804 0
33786 43392 63197 0 53611 0
33787 43104 62728 0 54368 0
33788 42920 62212 0 55068 0
33789 42742 61715 0 55743 0
33790 42545 61106 0 56549 0
33791 42470 60384 0 57346 0
33792 42381 59605 0 58214 0
33793 42255 58901 0 59044 0
33794 42350 58143 0 59707 0
33795 42333 57265 0 60602 0
33796 42507 56433 0 61260 0
33797 42619 55530 0 62051 0
33798 42890 54562 0 62748 0
33799 43250 53710 0 63240 0
33800 43563 52891 0 63746 0
33801 43945 52033 0 64222 0
33802 44477 51247 0 64476 0
33803 44980 50432 0 64788 0
33804 45518 49666 0 65016 0
33805 46052 49003 0 65145 0
33806 46539 48274 0 65387 0
33807 47164 47523 0 65513 0
33808 47937 46818 0 65445 0
33809 48653 46157 0 65390 0
33810 49414 45519 0 65267 0
33811 50244 45014 0 64942 0
33812 50914 44740 0 64546 0
33813 51702 44325 0 64173 0
33814 52489 43884 0 63827 0
33815 53393 43474 0 63333 0
33816 54121 43166 0 62913 0
33817 54960 42863 0 62377 0
33818 55750 42682 0 61768 0
33819 56510 42565 0 61125 0
33820 57251 42487 0 60462 0
33821 58154 42360 0 59686 0
33822 58840 42257 0 59103 0
33823 59685 42277 0 58238 0
33824 60407 42381 0 57412 0
33825 61032 42584 0 56584 0
33826 61733 42809 0 55658 0
33827 62325 42984 0 54891 0
33828 62917 43256 0 54027 0
33829 63287 43700 0 53213 0
33830 63714 44035 0 52451 0
33831 64120 44425 0 51655 0
33832 64382 44861 0 50957 0
33833 64610 45334 0 50256 0
33834 64753 45867 0 49580 0
33835 64934 46350 0 48916 0
33836 65095 46861 0 48244 0
33837 65057 47441 0 47702 0
33838 64970 48130 0 47100 0
33839 64843 48815 0 46542 0
33840 64630 49567 0 46003 0
33841 64363 50396 0 45441 0
33842 63993 51160 0 45047 0
33843 63738 51784 0 44678 0
33844 63362 52562 0 44276 0
33845 62877 53296 0 44027 0
33846 62296 54100 0 43804 0
33847 61814 54926 0 43460 0
33848 61276 55651 0 43273 0
33849 60630 56463 0 43107 0
33850 59908 57268 0 43024 0
33851 59142 58094 0 42964 0
33852 58401 58911 0 42888 0
33853 57706 59653 0 42841 0
33854 56935 60261 0 43004 0
33855 56293 60868 0 43039 0
33856 55507 61571 0 43122 0
33857 54666 62228 0 43306 0
33858 53829 62798 0 43573 0
33859 53084 63164 0 43952 0
33860 52361 63580 0 44259 0
33861 51690 63895 0 44615 0
33862 50833 64271 0 45096 0
33863 50101 64564 0 45535 0
33864 49337 64823 0 46040 0
33865 48710 64912 0 46578 0
33866 48013 65012 0 47175 0
33867 47441 65029 0 47730 0
33868 46904 64945 0 48351 0
33869 46319 64820 0 49061 0
33870 45751 64720 0 49729 0
33871 45206 64472 0 50522 0
33872 44592 64168 0 51440 0
33873 44169 63698 0 52333 0
33874 43836 63307 0 53057 0
33875 43499 62829 0 53872 0
33876 43153 62295 0 54752 0
33877 42913 61745 0 55542 0
33878 42739 61078 0 56383 0
33879 42679 60278 0 57243 0
33880 42481 59650 0 58069 0
33881 42426 58903 0 58871 0
33882 42437 58051 0 59712 0
33883 42543 57227 0 60430 0
33884 42636 56469 0 61095 0
33885 42730 55690 0 61780 0
33886 43001 54802 0 62397 0
33887 43317 54016 0 62867 0
33888 43564 53274 0 63362 0
33889 43952 52404 0 63844 0
33890 44337 51633 0 64230 0
33891 44958 50720 0 64522 0
33892 45430 49844 0 64926 0
33893 46005 49120 0 65075 0
33894 46569 48375 0 65256 0
33895 47221 47700 0 65279 0
33896 47902 47034 0 65264 0
33897 48656 46395 0 65149 0
33898 49418 45857 0 64925 0
33899 50147 45408 0 64645 0
33900 50886 44908 0 64406 0
33901 51675 44576 0 63949 0
33902 52586 44030 0 63584 0
33903 53296 43765 0 63139 0
33904 54044 43392 0 62764 0
33905 54835 42981 0 62384 0
33906 55701 42713 0 61786 0
33907 56595 42490 0 61115 0
33908 57282 42386 0 60532 0
33909 58090 42292 0 59818 0
33910 58862 42348 0 58990 0
33911 59626 42304 0 58270 0
33912 60429 42299 0 57472 0
33913 61134 42492 0 56574 0
33914 61850 42581 0 55769 0
33915 62331 43031 0 54838 0
33916 62772 43419 0 54009 0
33917 63324 43681 0 53195 0
33918 63768 44054 0 52378 0
33919 64219 44464 0 51517 0
33920 64374 45002 0 50824 0
33921 64692 45469 0 50039 0
33922 64922 46004 0 49274 0
33923 65012 46533 0 48655 0
33924 64913 47197 0 48090 0
33925 64907 47844 0 47449 0
33926 64891 48473 0 46836 0
33927 64739 49275 0 46186 0
33928 64620 50008 0 45572 0
33929 64419 50726 0 45055 0
33930 64013 51608 0 44579 0
33931 63658 52332 0 44210 0
33932 63322 53013 0 43865 0
33933 62941 53909 0 43350 0
33934 62481 54632 0 43087 0
33935 62008 55445 0 42747 0
33936 61307 56327 0 42566 0
33937 60562 57148 0 42490 0
33938 59856 57959 0 42385 0
33939 59166 58732 0 42302 0
33940 58323 59539 0 42338 0
33941 57650 60145 0 42405 0
33942 56859 60754 0 42587 0
33943 56044 61521 0 42635 0
33944 55180 62237 0 42783 0
33945 54379 62800 0 43021 0
33946 53669 63331 0 43200 0
33947 52819 63858 0 43523 0
33948 52027 64251 0 43922 0
33949 51210 64655 0 44335 0
33950 50452 64902 0 44846 0
33951 49790 65149 0 45261 0
33952 49009 65279 0 45912 0
33953 48347 65463 0 46390 0
33954 47668 65498 0 47034 0
33955 46957 65471 0 47772 0
33956 46243 65379 0 48578 0
33957 45647 65303 0 49250 0
33958 45109 65083 0 50008 0
33959 44613 64836 0 50751 0
33960 44134 64541 0 51525 0
33961 43697 64159 0 52344 0
33962 43294 63723 0 53183 0
33963 42984 63229 0 53987 0
33964 42737 62497 0 54966 0
33965 42456 61835 0 55909 0
33966 42191 61301 0 56708 0
33967 41932 60752 0 57516 0
33968 41853 59985 0 58362 0
33969 41800 59119 0 59281 0
33970 41808 58262 0 60130 0
33971 41759 57485 0 60956 0
33972 41899 56618 0 61683 0
33973 42150 55750 0 62300 0
33974 42344 54770 0 63086 0
33975 42499 53959 0 63742 0
33976 42806 53134 0 64260 0
33977 43179 52303 0 64718 0
33978 43579 51497 0 65124 0
33979 44057 50620 0 65523 0
33980 44736 49740 0 65724 0
33981 45209 49047 0 65944 0
33982 45874 48303 0 66023 0
33983 46480 47489 0 66231 0
33984 47150 46789 0 66261 0
33985 47949 46142 0 66109 0
33986 48826 45443 0 65931 0
33987 49672 44781 0 65747 0
33988 50559 44306 0 65335 0
33989 51356 43735 0 65109 0
33990 52182 43303 0 64715 0
33991 53116 42942 0 64142 0
33992 54034 42593 0 63573 0
33993 54872 42302 0 63026 0
33994 55765 42048 0 62387 0
33995 56569 41862 0 61769 0
33996 57487 41721 0 60992 0
33997 58416 41673 0 60111 0
33998 59257 41596 0 59347 0
33999 60047 41702 0 58451 0
34000 60777 41837 0 57586 0
34001 61508 42015 0 56677 0
34002 62069 42306 0 55825 0
34003 62666 42520 0 55014 0
34004 63267 42846 0 54087 0
34005 63789 43172 0 53239 0
34006 64183 43565 0 52452 0
34007 64688 43980 0 51532 0
34008 65026 44393 0 50781 0
34009 65359 44848 0 49993 0
34010 65518 45423 0 49259 0
34011 65628 45998 0 48574 0
34012 65673 46694 0 47833 0
34013 65575 47357 0 47268 0
34014 65503 48061 0 46636 0
34015 65379 48789 0 46032 0
34016 65131 49569 0 45500 0
34017 64990 50224 0 44986 0
34018 64656 51050 0 44494 0
34019 64256 51888 0 44056 0
34020 63666 52749 0 43785 0
34021 63148 53631 0 43421 0
34022 62733 54344 0 43123 0
34023 62216 55131 0 42853 0
34024 61690 55868 0 42642 0
34025 60985 56753 0 42462 0
34026 60308 57668 0 42224 0
34027 59499 58562 0 42139 0
34028 58760 59260 0 42180 0
34029 57877 60165 0 42158 0
34030 56954 60908 0 42338 0
34031 56212 61472 0 42516 0
34032 55359 62152 0 42689 0
34033 54536 62720 0 42944 0
34034 53718 63300 0 43182 0
34035 52949 63843 0 43408 0
34036 52173 64234 0 43793 0
34037 51299 64562 0 44339 0
34038 50536 64830 0 44834 0
34039 49645 65178 0 45377 0
34040 48961 65404 0 45835 0
34041 48282 65499 0 46419 0
34042 47582 65582 0 47036 0
34043 46901 65504 0 47795 0
34044 46304 65450 0 48446 0
34045 45664 65339 0 49197 0
34046 45163 65089 0 49948 0
34047 44657 64739 0 50804 0
34048 44168 64410 0 51622 0
34049 43772 64006 0 52422 0
34050 43484 63438 0 53278 0
34051 43169 62908 0 54123 0
34052 43040 62124 0 55036 0
34053 42873 61470 0 55857 0
34054 42675 60839 0 56686 0
34055 42461 60255 0 57484 0
34056 42561 59504 0 58135 0
34057 42510 58873 0 58817 0
34058 42559 58098 0 59543 0
34059 42757 57236 0 60207 0
34060 42934 56490 0 60776 0
34061 43079 55646 0 61475 0
34062 43227 54972 0 62001 0
34063 43558 54120 0 62522 0
34064 43840 53392 0 62968 0
34065 44143 52594 0 63463 0
34066 44478 51862 0 63860 0
34067 44933 51030 0 64237 0
34068 45355 50239 0 64606 0
34069 45878 49497 0 64825 0
34070 46433 48782 0 64985 0
34071 47025 48018 0 65157 0
34072 47685 47377 0 65138 0
34073 48246 46732 0 65222 0
34074 48877 46174 0 65149 0
34075 49623 45620 0 64957 0
34076 50350 45130 0 64720 0
34077 51107 44726 0 64367 0
34078 52035 44222 0 63943 0
34079 52750 43820 0 63630 0
34080 53604 43521 0 63075 0
34081 54488 43220 0 62492 0
34082 55203 43000 0 61997 0
34083 56029 42800 0 61371 0
34084 56881 42652 0 60667 0
34085 57804 42581 0 59815 0
34086 58574 42530 0 59096 0
34087 59401 42485 0 58314 0
34088 60107 42599 0 57494 0
34089 60950 42669 0 56581 0
34090 61689 42822 0 55689 0
34091 62370 43020 0 54810 0
34092 63015 43286 0 53899 0
34093 63467 43657 0 53076 0
34094 63835 44116 0 52249 0
34095 64228 44536 0 51436 0
34096 64527 45066 0 50607 0
34097 64703 45531 0 49966 0
34098 64964 46066 0 49170 0
34099 65164 46586 0 48450 0
34100 65195 47234 0 47771 0
34101 65168 47889 0 47143 0
34102 65058 48639 0 46503 0
34103 64831 49441 0 45928 0
34104 64592 50159 0 45449 0
34105 64346 50917 0 44937 0
34106 64021 51642 0 44537 0
34107 63689 52429 0 44082 0
34108 63293 53157 0 43750 0
34109 62794 53983 0 43423 0
34110 62276 54740 0 43184 0
34111 61722 55511 0 42967 0
34112 61100 56273 0 42827 0
34113 60425 57049 0 42726 0
34114 59706 57901 0 42593 0
34115 58892 58763 0 42545 0
34116 58136 59486 0 42578 0
34117 57410 60147 0 42643 0
34118 56679 60798 0 42723 0
34119 55966 61408 0 42826 0
34120 55129 62007 0 43064 0
34121 54252 62656 0 43292 0
34122 53475 63091 0 43634 0
34123 52604 63579 0 44017 0
34124 51787 64010 0 44403 0
34125 50961 64317 0 44922 0
34126 50201 64632 0 45367 0
34127 49522 64869 0 45809 0
34128 48829 65040 0 46331 0
34129 48156 65174 0 46870 0
34130 47499 65182 0 47519 0
34131 46856 65133 0 48211 0
34132 46309 64891 0 49000 0
34133 45734 64733 0 49733 0
34134 45241 64474 0 50485 0
34135 44783 64107 0 51310 0
34136 44323 63907 0 51970 0
34137 44013 63527 0 52660 0
34138 43648 63091 0 53461 0
34139 43394 62628 0 54178 0
34140 43167 62079 0 54954 0
34141 42985 61516 0 55699 0
34142 42843 60843 0 56514 0
34143 42700 60218 0 57282 0
34144 42653 59556 0 57991 0
34145 42672 58805 0 58723 0
34146 42677 58070 0 59453 0
34147 42753 57259 0 60188 0
34148 42841 56520 0 60839 0
34149 42992 55770 0 61438 0
34150 43047 55033 0 62120 0
34151 43296 54203 0 62701 0
34152 43612 53340 0 63248 0
34153 43953 52521 0 63726 0
34154 44378 51668 0 64154 0
34155 44922 50758 0 64520 0
34156 45387 50081 0 64732 0
34157 45840 49399 0 64961 0
34158 46302 48722 0 65176 0
34159 46977 48004 0 65219 0
34160 47645 47278 0 65277 0
34161 48297 46531 0 65372 0
34162 49185 45960 0 65055 0
34163 49993 45450 0 64757 0
34164 50699 45094 0 64407 0
34165 51413 44636 0 64151 0
34166 52225 44238 0 63737 0
34167 53025 43830 0 63345 0
34168 53832 43521 0 62847 0
34169 54632 43277 0 62291 0
34170 55475 43034 0 61691 0
34171 56279 42840 0 61081 0
34172 57115 42739 0 60346 0
34173 57951 42647 0 59602 0
34174 58721 42518 0 58961 0
34175 59403 42570 0 58227 0
34176 60090 42597 0 57513 0
34177 60807 42730 0 56663 0
34178 61537 42851 0 55812 0
34179 62042 43084 0 55074 0
34180 62708 43422 0 54070 0
34181 63228 43854 0 53118 0
34182 63746 44146 0 52308 0
34183 64158 44540 0 51502 0
34184 64540 44994 0 50666 0
34185 64792 45468 0 49940 0
34186 64929 45998 0 49273 0
34187 65091 46547 0 48562 0
34188 65199 47145 0 47856 0
34189 65226 47807 0 47167 0
34190 65118 48435 0 46647 0
34191 64950 49153 0 46097 0
34192 64660 50010 0 45530 0
34193 64478 50809 0 44913 0
34194 64209 51547 0 44444 0
34195 63802 52429 0 43969 0
34196 63377 53226 0 43597 0
34197 62868 54130 0 43202 0
34198 62324 54878 0 42998 0
34199 61703 55656 0 42841 0
34200 60957 56580 0 42663 0
34201 60296 57326 0 42578 0
34202 59501 58161 0 42538 0
34203 58683 58904 0 42613 0
34204 57895 59662 0 42643 0
34205 57113 60365 0 42722 0
34206 56353 60877 0 42970 0
34207 55688 61370 0 43142 0
34208 55047 61834 0 43319 0
34209 54149 62479 0 43572 0
34210 53286 63100 0 43814 0
34211 52443 63561 0 44196 0
34212 51697 63902 0 44601 0
34213 51072 64162 0 44966 0
34214 50293 64430 0 45477 0
34215 49595 64539 0 46066 0
34216 48990 64703 0 46507 0
34217 48266 64814 0 47120 0
34218 47723 64729 0 47748 0
34219 47097 64605 0 48498 0
34220 46385 64672 0 49143 0
34221 45988 64439 0 49773 0
34222 45484 64163 0 50553 0
34223 45077 63896 0 51227 0
34224 44724 63601 0 51875 0
34225 44346 63183 0 52671 0
34226 43972 62783 0 53445 0
34227 43737 62353 0 54110 0
34228 43488 61844 0 54868 0
34229 43333 61197 0 55670 0
34230 43110 60571 0 56519 0
34231 42940 59900 0 57360 0
34232 42867 59206 0 58127 0
34233 42792 58430 0 58978 0
34234 42820 57593 0 59787 0
34235 42898 56793 0 60509 0
34236 43127 55949 0 61124 0
34237 43319 55115 0 61766 0
34238 43475 54325 0 62400 0
34239 43714 53640 0 62846 0
34240 44107 52798 0 63295 0
34241 44604 51926 0 63670 0
34242 44892 51285 0 64023 0
34243 45278 50554 0 64368 0
34244 45900 49767 0 64533 0
34245 46369 49085 0 64746 0
34246 46997 48374 0 64829 0
34247 47557 47714 0 64929 0
34248 48252 47063 0 64885 0
34249 48977 46495 0 64728 0
34250 49726 45930 0 64544 0
34251 50270 45502 0 64428 0
34252 51009 45024 0 64167 0
34253 51844 44516 0 63840 0
34254 52602 44147 0 63451 0
34255 53473 43770 0 62957 0
34256 54247 43459 0 62494 0
34257 54981 43294 0 61925 0
34258 55732 43114 0 61354 0
34259 56492 42947 0 60761 0
34260 57226 42826 0 60148 0
34261 58036 42598 0 59566 0
34262 58829 42510 0 58861 0
34263 59589 42559 0 58052 0
34264 60284 42659 0 57257 0
34265 61156 42667 0 56377 0
34266 61826 42772 0 55602 0
34267 62422 43066 0 54712 0
34268 62906 43404 0 53890 0
34269 63344 43773 0 53083 0
34270 63872 44047 0 52281 0
34271 64301 44451 0 51448 0
34272 64571 44872 0 50757 0
34273 64855 45325 0 50020 0
34274 65035 45906 0 49259 0
34275 65151 46449 0 48600 0
34276 65127 47202 0 47871 0
34277 65109 47874 0 47217 0
34278 65032 48536 0 46632 0
34279 64891 49168 0 46141 0
34280 64751 49982 0 45467 0
34281 64506 50828 0 44866 0
34282 64207 51580 0 44413 0
34283 63772 52354 0 44074 0
34284 63341 53118 0 43741 0
34285 62806 53910 0 43484 0
34286 62351 54777 0 43072 0
34287 61767 55563 0 42870 0
34288 61287 56268 0 42645 0
34289 60640 57034 0 42526 0
34290 59847 57860 0 42493 0
34291 59018 58722 0 42460 0
34292 58276 59446 0 42478 0
34293 57492 60178 0 42530 0
34294 56698 60794 0 42708 0
34295 55890 61402 0 42908 0
34296 55027 62016 0 43157 0
34297 54297 62550 0 43353 0
34298 53513 63039 0 43648 0
34299 52554 63598 0 44048 0
34300 51733 63913 0 44554 0
34301 50815 64333 0 45052 0
34302 50171 64442 0 45587 0
34303 49499 64568 0 46133 0
34304 48755 64683 0 46762 0
34305 48084 64734 0 47382 0
34306 47365 64733 0 48102 0
34307 46750 64542 0 48908 0
34308 46250 64280 0 49670 0
34309 45791 64097 0 50312 0
34310 45364 63809 0 51027 0
34311 44834 63499 0 51867 0
34312 44492 63030 0 52678 0
34313 44125 62588 0 53487 0
34314 43915 62034 0 54251 0
34315 43637 61559 0 55004 0
34316 43351 60933 0 55916 0
34317 43252 60336 0 56612 0
34318 43200 59624 0 57376 0
34319 43122 59038 0 58040 0
34320 43144 58261 0 58795 0
34321 43097 57493 0 59610 0
34322 43307 56664 0 60229 0
34323 43358 55917 0 60925 0
34324 43557 55158 0 61485 0
34325 43755 54326 0 62119 0
34326 44017 53659 0 62524 0
34327 44310 53010 0 62880 0
34328 44607 52247 0 63346 0
34329 45018 51534 0 63648 0
34330 45449 50778 0 63973 0
34331 45796 50199 0 64205 0
34332 46276 49476 0 64448 0
34333 46691 48888 0 64621 0
34334 47249 48168 0 64783 0
34335 47778 47648 0 64774 0
34336 48449 47023 0 64728 0
34337 49021 46520 0 64659 0
34338 49629 45962 0 64609 0
34339 50394 45365 0 64441 0
34340 51228 44873 0 64099 0
34341 52038 44469 0 63693 0
34342 52833 44007 0 63360 0
34343 53635 43743 0 62822 0
34344 54504 43364 0 62332 0
34345 55322 43077 0 61801 0
34346 56094 42901 0 61205 0
34347 56831 42702 0 60667 0
34348 57649 42533 0 60018 0
34349 58460 42361 0 59379 0
34350 59170 42312 0 58718 0
34351 59939 42353 0 57908 0
34352 60597 42472 0 57131 0
34353 61105 42807 0 56288 0
34354 61699 42993 0 55508 0
34355 62299 43247 0 54654 0
34356 62864 43501 0 53835 0
34357 63211 43922 0 53067 0
34358 63605 44266 0 52329 0
34359 63994 44654 0 51552 0
34360 64171 45190 0 50839 0
34361 64380 45727 0 50093 0
34362 64471 46280 0 49449 0
34363 64516 46922 0 48762 0
34364 64647 47503 0 48050 0
34365 64599 48196 0 47405 0
34366 64587 48885 0 46728 0
34367 64495 49710 0 45995 0
34368 64252 50518 0 45430 0
34369 64044 51242 0 44914 0
34370 63546 52133 0 44521 0
34371 63088 52935 0 44177 0
34372 62654 53723 0 43823 0
34373 62092 54579 0 43529 0
34374 61481 55370 0 43349 0
34375 60871 56191 0 43138 0
34376 60303 56867 0 43030 0
34377 59673 57627 0 42900 0
34378 59005 58365 0 42830 0
34379 58287 59137 0 42776 0
34380 57461 59864 0 42875 0
34381 56716 60513 0 42971 0
34382 55930 61183 0 43087 0
34383 55120 61758 0 43322 0
34384 54317 62334 0 43549 0
34385 53582 62783 0 43835 0
34386 52734 63256 0 44210 0
34387 51947 63597 0 44656 0
34388 51143 63990 0 45067 0
34389 50465 64260 0 45475 0
34390 49670 64539 0 45991 0
34391 48918 64633 0 46649 0
34392 48252 64748 0 47200 0
34393 47695 64833 0 47672 0
34394 47057 64758 0 48385 0
34395 46353 64787 0 49060 0
34396 45683 64890 0 49627 0
34397 45312 64607 0 50281 0
34398 44844 64293 0 51063 0
34399 44400 63963 0 51837 0
34400 44165 63547 0 52488 0
34401 43769 63040 0 53391 0
34402 43524 62421 0 54255 0
34403 43367 61797 0 55036 0
34404 43152 61302 0 55746 0
34405 42992 60789 0 56419 0
34406 42810 60178 0 57212 0
34407 42710 59404 0 58086 0
34408 42599 58700 0 58901 0
34409 42659 57761 0 59780 0
34410 42750 57044 0 60406 0
34411 42717 56378 0 61105 0
34412 43045 55412 0 61743 0
34413 43270 54502 0 62428 0
34414 43629 53631 0 62940 0
34415 43878 52802 0 63520 0
34416 44241 51988 0 63971 0
34417 44672 51215 0 64313 0
34418 45138 50498 0 64564 0
34419 45798 49724 0 64678 0
34420 46249 48953 0 64998 0
34421 46800 48272 0 65128 0
34422 47457 47566 0 65177 0
34423 48205 46811 0 65184 0
34424 48824 46281 0 65095 0
34425 49505 45828 0 64867 0
34426 50257 45326 0 64617 0
34427 50960 44898 0 64342 0
34428 51668 44485 0 64047 0
34429 52462 44077 0 63661 0
34430 53263 43757 0 63180 0
34431 54042 43530 0 62628 0
34432 54972 43195 0 62033 0
34433 55818 43038 0 61344 0
34434 56693 42846 0 60661 0
34435 57458 42769 0 59973 0
34436 58130 42683 0 59387 0
34437 58772 42720 0 58708 0
34438 59461 42794 0 57945 0
34439 60189 42778 0 57233 0
34440 60813 42993 0 56394 0
34441 61427 43190 0 55583 0
34442 62110 43392 0 54698 0
34443 62610 43684 0 53906 0
34444 63272 43995 0 52933 0
34445 63739 44405 0 52056 0
34446 64125 44898 0 51177 0
34447 64367 45329 0 50504 0
34448 64587 45781 0 49832 0
34449 64735 46379 0 49086 0
34450 64750 47023 0 48427 0
34451 64772 47604 0 47824 0
34452 64781 48178 0 47241 0
34453 64754 48881 0 46565 0
34454 64542 49539 0 46119 0
34455 64314 50236 0 45650 0
34456 64075 50955 0 45170 0
34457 63779 51700 0 44721 0
34458 63423 52487 0 44290 0
34459 62910 53416 0 43874 0
34460 62356 54196 0 43648 0
34461 61761 55099 0 43340 0
34462 61211 55879 0 43110 0
34463 60579 56706 0 42915 0
34464 59854 57465 0 42881 0
34465 59090 58214 0 42896 0
34466 58341 58965 0 42894 0
34467 57532 59762 0 42906 0
34468 56723 60525 0 42952 0
34469 55958 61163 0 43079 0
34470 55161 61820 0 43219 0
34471 54401 62489 0 43310 0
34472 53628 62927 0 43645 0
34473 52776 63410 0 44014 0
34474 52025 63773 0 44402 0
34475 51239 64142 0 44819 0
34476 50541 64412 0 45247 0
34477 49723 64750 0 45727 0
34478 49056 64819 0 46325 0
34479 48355 64967 0 46878 0
34480 47654 64811 0 47735 0
34481 47122 64801 0 48277 0
34482 46505 64753 0 48942 0
34483 46043 64513 0 49644 0
34484 45478 64444 0 50278 0
34485 44995 64195 0 51010 0
34486 44506 63881 0 51813 0
34487 43985 63513 0 52702 0
34488 43583 63078 0 53539 0
34489 43301 62524 0 54375 0
34490 43155 61959 0 55086 0
34491 42898 61301 0 56001 0
34492 42752 60677 0 56771 0
34493 42565 60005 0 57630 0
34494 42519 59408 0 58273 0
34495 42542 58696 0 58962 0
34496 42545 58006 0 59649 0
34497 42640 57251 0 60309 0
34498 42806 56358 0 61036 0
34499 43112 55540 0 61548 0
34500 43435 54706 0 62059 0
34501 43676 53892 0 62632 0
34502 43954 53122 0 63124 0
34503 44494 52302 0 63404 0
34504 44873 51537 0 63790 0
34505 45270 50736 0 64194 0
34506 45741 49940 0 64519 0
34507 46328 49194 0 64678 0
34508 46882 48502 0 64816 0
34509 47513 47863 0 64824 0
34510 48210 47135 0 64855 0
34511 48827 46562 0 64811 0
34512 49611 46080 0 64509 0
34513 50313 45576 0 64311 0
34514 51024 45114 0 64062 0
34515 51713 44719 0 63768 0
34516 52484 44219 0 63497 0
34517 53304 43830 0 63066 0
34518 54148 43534 0 62518 0
34519 54925 43253 0 62022 0
34520 55610 43069 0 61521 0
34521 56432 42925 0 60843 0
34522 57233 42778 0 60189 0
34523 58090 42707 0 59403 0
34524 58896 42629 0 58675 0
34525 59573 42618 0 58009 0
34526 60135 42836 0 57229 0
34527 60794 42965 0 56441 0
34528 61379 43178 0 55643 0
34529 62060 43363 0 54777 0
34530 62561 43635 0 54004 0
34531 63044 43878 0 53278 0
34532 63450 44182 0 52568 0
34533 63886 44561 0 51753 0
34534 64181 44923 0 51096 0
34535 64414 45398 0 50388 0
34536 64698 45921 0 49581 0
34537 64945 46460 0 48795 0
34538 64978 47119 0 48103 0
34539 65061 47666 0 47473 0
34540 65000 48366 0 46834 0
34541 64824 49183 0 46193 0
34542 64712 49854 0 45634 0
34543 64529 50549 0 45122 0
34544 64235 51437 0 44528 0
34545 63919 52190 0 44091 0
34546 63385 53016 0 43799 0
34547 62820 53807 0 43573 0
34548 62218 54681 0 43301 0
34549 61676 55492 0 43032 0
34550 61005 56295 0 42900 0
34551 60200 57264 0 42736 0
34552 59491 58069 0 42640 0
34553 58720 58824 0 42656 0
34554 57902 59485 0 42813 0
34555 57129 60218 0 42853 0
34556 56450 60824 0 42926 0
34557 55647 61373 0 43180 0
34558 54842 62007 0 43351 0
34559 54034 62436 0 43730 0
34560 53166 62902 0 44132 0
34561 52325 63536 0 44339 0
34562 51596 63940 0 44664 0
34563 50777 64248 0 45175 0
34564 49941 64510 0 45749 0
34565 49194 64668 0 46338 0
34566 48483 64785 0 46932 0
34567 47897 64808 0 47495 0
34568 47211 64786 0 48203 0
34569 46596 64764 0 48840 0
34570 46075 64565 0 49560 0
34571 45389 64509 0 50302 0
34572 45019 64178 0 51003 0
34573 44557 63788 0 51855 0
34574 44078 63513 0 52609 0
34575 43763 63107 0 53330 0
34576 43409 62706 0 54085 0
34577 43212 62259 0 54729 0
34578 43013 61605 0 55582 0
34579 42792 60959 0 56449 0
34580 42645 60350 0 57205 0
34581 42616 59682 0 57902 0
34582 42652 58986 0 58562 0
34583 42651 58310 0 59239 0
34584 42826 57580 0 59794 0
34585 42928 56864 0 60408 0
34586 42954 56143 0 61103 0
34587 43195 55284 0 61721 0
34588 43475 54506 0 62219 0
34589 43771 53723 0 62706 0
34590 44161 52876 0 63163 0
34591 44456 52082 0 63662 0
34592 44939 51177 0 64084 0
34593 45374 50496 0 64330 0
34594 45841 49721 0 64638 0
34595 46530 48867 0 64803 0
34596 47154 48144 0 64902 0
34597 47848 47470 0 64882 0
34598 48464 46849 0 64887 0
34599 49154 46331 0 64715 0
34600 49842 45791 0 64567 0
34601 50574 45349 0 64277 0
34602 51385 44861 0 63954 0
34603 52105 44506 0 63589 0
34604 52923 44088 0 63189 0
34605 53689 43737 0 62774 0
34606 54481 43455 0 62264 0
34607 55335 43182 0 61683 0
34608 56216 43038 0 60946 0
34609 57053 42871 0 60276 0
34610 57865 42786 0 59549 0
34611 58546 42840 0 58814 0
34612 59199 43008 0 57993 0
34613 59797 43131 0 57272 0
34614 60487 43233 0 56480 0
34615 61036 43404 0 55760 0
34616 61626 43661 0 54913 0
34617 62230 43854 0 54116 0
34618 62679 44112 0 53409 0
34619 63101 44468 0 52631 0
34620 63475 44743 0 51982 0
34621 63794 45182 0 51224 0
34622 64167 45546 0 50487 0
34623 64280 46106 0 49814 0
34624 64505 46587 0 49108 0
34625 64663 47138 0 48399 0
34626 64789 47653 0 47758 0
34627 64749 48347 0 47104 0
34628 64759 48985 0 46456 0
34629 64562 49688 0 45950 0
34630 64210 50495 0 45495 0
34631 63779 51325 0 45096 0
34632 63386 52012 0 44802 0
34633 62959 52719 0 44522 0
34634 62399 53536 0 44265 0
34635 61964 54210 0 44026 0
34636 61357 54934 0 43909 0
34637 60791 55698 0 43711 0
34638 60195 56456 0 43549 0
34639 59436 57251 0 43513 0
34640 58865 57862 0 43473 0
34641 58144 58580 0 43476 0
34642 57447 59177 0 43576 0
34643 56654 59788 0 43758 0
34644 56114 60315 0 43771 0
34645 55326 61013 0 43861 0
34646 54438 61605 0 44157 0
34647 53739 62012 0 44449 0
34648 52961 62497 0 44742 0
34649 52141 62980 0 45079 0
34650 51430 63325 0 45445 0
